leave_days,leave_balance,performance_score,absence_count,job_level,years_of_experience,salary_grade,overtime_hours,approved
6,30,0.78,2,junior,27,E,15,1
12,22,0.35,9,lead,14,B,44,0
10,30,0.77,4,manager,27,B,24,1
2,11,0.94,7,manager,22,A,23,1
15,0,0.86,7,lead,13,B,55,1
8,21,0.42,0,junior,24,D,16,0
13,16,0.4,3,junior,24,B,48,0
15,20,0.38,9,senior,4,A,13,1
15,18,0.57,7,senior,19,E,42,0
15,23,0.62,5,lead,22,D,52,1
6,5,0.32,4,senior,21,B,53,0
15,9,0.31,1,junior,29,D,38,0
1,23,0.84,1,junior,29,D,14,1
2,20,0.64,10,manager,28,E,34,0
14,18,0.78,9,mid,6,B,49,1
4,7,0.54,9,mid,2,E,36,0
1,21,0.84,2,junior,9,A,9,1
5,22,0.7,8,junior,23,E,43,1
1,6,0.39,7,senior,13,C,56,0
2,7,0.93,9,senior,16,E,5,0
13,20,0.42,10,lead,20,B,39,0
12,3,0.83,0,senior,1,D,27,0
14,22,0.44,7,senior,8,A,0,1
13,3,0.74,7,junior,17,B,4,0
10,5,0.72,2,manager,30,A,6,0
2,8,0.81,7,junior,17,D,54,1
10,23,0.82,3,mid,30,A,0,1
13,15,0.37,9,mid,9,D,43,0
7,14,0.3,2,lead,7,E,0,0
8,1,0.7,4,junior,1,E,37,0
1,28,0.8,6,lead,16,D,55,1
1,1,0.47,0,manager,19,C,32,0
15,6,0.54,9,lead,22,E,26,0
8,3,0.73,5,lead,16,A,6,0
15,1,0.54,1,senior,11,B,2,0
11,7,0.45,8,junior,15,A,37,0
9,23,0.33,0,manager,4,D,57,0
6,13,0.35,0,mid,2,C,36,1
5,28,0.35,10,senior,7,D,21,0
2,8,0.83,0,junior,21,C,43,1
3,14,0.52,1,senior,25,B,8,0
14,10,0.91,8,junior,10,A,25,0
10,20,0.81,1,mid,22,A,24,1
1,6,0.64,3,senior,23,D,48,1
7,25,0.81,1,junior,24,C,16,1
11,3,0.57,0,junior,4,B,44,0
5,11,0.64,7,senior,15,D,41,1
8,21,0.32,1,junior,7,E,25,0
7,30,0.53,3,senior,24,C,7,1
6,8,0.44,6,mid,19,E,47,0
11,27,0.63,2,mid,15,C,53,1
12,19,0.64,1,senior,26,C,19,0
10,24,0.5,8,manager,21,B,47,0
13,30,0.69,0,lead,15,D,31,1
15,9,0.7,3,senior,21,A,34,0
10,7,0.45,9,senior,22,E,20,0
15,3,0.62,3,lead,1,D,42,1
2,18,0.7,1,junior,7,A,39,1
10,12,0.58,10,junior,16,D,23,0
11,8,0.89,9,junior,9,B,18,0
10,4,0.79,1,junior,4,C,56,1
11,7,0.82,4,mid,11,E,3,0
10,18,0.8,6,lead,21,E,49,1
8,16,0.92,8,mid,8,C,45,1
9,23,0.65,8,senior,4,A,16,1
1,5,0.43,5,manager,6,A,2,1
5,10,0.9,7,lead,16,D,44,1
4,6,0.39,3,junior,21,A,32,1
15,24,0.9,8,junior,28,C,23,0
12,14,0.41,1,lead,27,C,26,1
6,19,0.83,0,mid,20,A,31,1
6,10,0.35,6,lead,30,B,34,0
10,23,0.42,6,manager,27,A,12,1
12,18,0.57,7,junior,20,B,14,0
15,24,0.83,7,mid,16,D,4,0
4,8,0.72,9,junior,17,A,36,1
1,16,0.92,1,lead,4,C,20,1
8,27,0.34,4,mid,24,A,21,1
14,30,0.6,6,senior,7,E,12,0
11,22,0.78,8,manager,6,B,20,0
14,6,0.84,6,mid,22,C,18,0
2,26,0.95,3,lead,29,B,52,1
10,29,0.53,1,lead,28,E,54,0
12,25,0.41,6,senior,17,C,19,0
10,28,0.77,1,manager,17,B,19,1
9,4,0.65,5,manager,19,E,0,0
4,13,0.42,8,mid,25,E,40,0
11,3,0.56,9,junior,7,B,51,0
8,7,0.8,9,junior,4,E,53,1
2,28,0.36,10,lead,21,A,5,1
4,26,0.74,2,manager,24,C,35,1
15,2,0.94,10,manager,10,E,3,0
15,22,0.5,7,mid,9,E,23,0
8,14,0.82,9,manager,7,D,53,1
8,21,0.38,10,junior,14,A,47,1
10,30,0.42,1,lead,24,D,32,0
2,28,0.31,6,manager,3,B,50,1
13,2,0.59,4,lead,23,C,6,0
15,0,0.56,0,senior,8,B,47,0
10,25,0.81,3,senior,28,C,14,1
6,29,0.52,0,senior,6,B,52,1
2,25,0.7,10,senior,9,D,0,0
15,16,0.88,0,junior,25,B,18,1
2,27,0.6,4,senior,30,A,17,1
13,19,0.42,0,lead,10,E,3,1
9,25,0.36,0,mid,29,E,28,1
6,27,0.9,1,lead,1,B,22,1
2,8,0.66,9,lead,19,B,1,0
6,26,0.71,8,mid,14,C,28,0
2,1,0.34,2,senior,27,E,9,0
4,21,0.82,2,senior,17,C,45,1
12,11,0.52,4,junior,30,D,7,0
8,20,0.45,9,junior,6,B,46,0
1,20,0.6,4,lead,24,D,2,1
6,18,0.87,4,manager,14,C,20,1
13,25,0.67,2,senior,30,D,20,1
3,11,0.45,4,manager,5,C,17,1
10,5,0.76,0,manager,30,A,22,0
8,25,0.39,9,senior,22,C,56,0
4,30,0.81,1,mid,29,E,22,1
15,9,0.87,1,manager,14,A,23,0
2,13,0.94,6,junior,30,B,15,1
5,15,0.53,9,lead,19,D,36,0
3,13,0.3,6,junior,19,E,6,0
1,20,0.58,3,senior,17,D,38,1
14,3,0.42,9,junior,13,A,39,0
1,17,0.52,4,lead,17,B,51,1
8,25,0.34,1,mid,15,C,18,0
15,3,0.48,3,senior,3,C,5,0
10,10,0.61,0,junior,16,B,44,1
8,30,0.82,9,manager,26,D,54,1
4,11,0.5,0,junior,12,B,34,1
7,6,0.63,7,manager,7,B,1,0
5,0,0.62,7,junior,17,C,20,0
8,2,0.89,6,manager,3,C,48,1
6,16,0.53,8,lead,11,D,48,0
8,30,0.37,10,mid,9,C,55,0
3,12,0.72,8,junior,18,C,34,0
4,5,0.66,6,mid,14,E,21,0
13,3,0.36,2,lead,2,C,17,0
8,2,0.39,8,junior,3,D,55,0
5,16,0.73,4,mid,16,C,55,1
11,12,0.55,5,mid,6,E,53,0
9,14,0.4,5,mid,26,A,45,1
11,20,0.86,2,mid,15,E,8,1
8,3,0.37,8,lead,17,A,9,0
10,27,0.63,6,lead,25,A,9,1
15,22,0.65,4,junior,1,D,52,1
1,20,0.5,8,mid,11,C,16,0
1,20,0.65,8,junior,21,D,36,0
13,23,0.31,4,manager,28,B,38,0
1,30,0.39,7,lead,8,B,53,0
3,8,0.79,5,mid,8,E,53,1
14,3,0.94,0,senior,27,C,47,1
15,11,0.47,2,junior,3,B,8,0
15,23,0.45,2,lead,23,B,49,1
6,0,0.86,2,mid,12,B,21,0
11,4,0.56,1,lead,15,B,36,0
11,21,0.36,4,mid,30,D,13,1
10,12,0.43,2,junior,29,A,13,1
12,7,0.47,1,lead,25,B,38,0
4,26,0.7,5,junior,29,B,25,1
15,10,0.53,2,junior,8,A,36,0
6,29,0.87,9,lead,8,A,14,1
14,7,0.83,6,manager,27,E,10,0
4,24,0.76,7,mid,23,B,15,0
10,5,0.74,2,mid,29,D,46,1
15,7,0.68,5,lead,22,E,45,1
13,4,0.57,2,lead,1,A,37,0
4,28,0.89,4,mid,15,D,24,1
1,3,0.31,9,lead,8,C,13,0
12,17,0.47,10,lead,30,A,14,1
15,21,0.6,2,senior,24,E,45,0
14,16,0.3,1,junior,16,B,20,0
12,4,0.9,9,junior,7,A,43,1
3,11,0.41,7,senior,10,C,3,0
8,7,0.69,2,lead,21,B,17,0
1,24,0.52,10,junior,9,E,19,0
14,4,0.44,3,junior,18,B,51,0
5,8,0.31,7,manager,7,B,5,0
13,27,0.86,4,senior,23,C,39,1
3,6,0.86,0,senior,6,D,51,1
15,18,0.92,3,senior,6,E,59,1
15,30,0.76,9,lead,18,C,0,0
10,6,0.87,10,manager,26,A,38,0
5,11,0.68,4,manager,27,D,54,1
4,20,0.88,4,manager,8,C,13,1
6,13,0.4,10,junior,28,D,8,0
13,27,0.57,10,junior,28,D,49,0
2,16,0.6,1,senior,4,E,35,1
15,13,0.41,8,manager,16,C,16,0
4,30,0.65,2,junior,27,B,6,1
15,16,0.93,6,senior,22,E,42,1
10,0,0.67,3,mid,27,B,2,0
5,11,0.94,2,lead,17,C,34,1
6,19,0.6,3,junior,20,B,53,0
10,7,0.57,0,lead,25,C,30,0
10,14,0.43,2,manager,22,B,9,1
8,13,0.52,0,junior,29,A,7,1
14,16,0.3,2,senior,13,A,45,1
2,25,0.6,0,lead,22,A,40,1
14,9,0.62,9,senior,4,A,36,0
15,16,0.71,2,lead,25,C,48,1
11,12,0.4,0,senior,5,D,4,0
3,9,0.86,9,manager,10,A,40,1
1,20,0.71,1,senior,10,B,14,1
6,8,0.9,2,senior,30,E,9,1
6,7,0.51,5,manager,17,A,49,1
6,23,0.69,6,lead,2,B,20,0
8,12,0.77,0,junior,27,C,8,1
9,20,0.76,1,senior,7,D,52,1
2,5,0.34,0,lead,30,C,34,1
12,18,0.93,6,mid,5,C,35,1
12,4,0.59,0,manager,24,C,42,0
7,25,0.66,3,mid,4,D,50,1
10,30,0.94,10,junior,27,D,13,0
6,7,0.36,3,manager,20,B,45,0
7,28,0.67,3,lead,17,D,30,1
2,17,0.51,9,manager,7,E,15,0
3,8,0.84,7,senior,14,A,56,1
7,17,0.88,3,junior,21,A,26,1
9,27,0.77,0,senior,21,A,23,1
6,30,0.88,3,manager,5,B,3,1
14,10,0.89,1,mid,2,D,1,0
2,3,0.51,2,senior,18,C,7,0
1,20,0.78,3,manager,29,D,50,1
10,3,0.37,3,mid,2,A,48,0
11,6,0.55,4,lead,16,D,14,0
1,26,0.33,6,mid,12,A,34,1
5,23,0.84,1,mid,14,D,14,1
8,28,0.93,6,junior,15,D,20,1
15,0,0.49,2,mid,19,A,43,0
15,3,0.69,2,lead,16,C,33,0
10,1,0.88,7,manager,30,C,3,0
2,19,0.32,6,lead,29,D,32,1
8,16,0.49,6,manager,18,E,16,0
3,5,0.42,1,senior,3,E,18,0
3,29,0.79,10,manager,8,D,24,0
12,22,0.81,7,manager,26,E,14,0
6,29,0.66,10,mid,16,A,46,1
7,2,0.54,4,mid,5,C,18,0
1,23,0.31,6,junior,16,D,57,0
15,13,0.34,2,senior,27,B,4,0
11,28,0.48,3,lead,8,B,56,0
7,16,0.56,5,mid,14,C,57,1
3,26,0.91,5,lead,11,A,36,1
1,22,0.8,3,junior,1,B,24,1
6,18,0.84,5,senior,9,E,18,1
4,26,0.6,5,lead,20,C,44,1
15,22,0.85,2,manager,7,B,19,1
1,28,0.32,5,junior,7,A,19,1
6,8,0.86,10,mid,15,B,45,1
5,28,0.7,10,mid,1,E,36,0
8,12,0.5,7,lead,30,E,10,0
8,16,0.67,6,senior,9,A,9,1
8,2,0.92,3,manager,3,D,1,0
12,7,0.62,8,lead,20,C,57,1
8,26,0.68,6,junior,16,A,18,1
1,1,0.51,2,lead,22,B,60,0
14,23,0.85,2,manager,18,E,31,1
10,20,0.6,3,senior,1,E,27,1
1,16,0.86,10,senior,5,D,42,1
4,18,0.9,7,senior,1,B,13,0
8,23,0.64,6,manager,3,D,58,1
15,18,0.33,10,lead,8,D,43,0
6,11,0.87,7,lead,5,D,25,0
10,27,0.88,7,junior,19,C,51,1
6,23,0.6,8,mid,12,D,18,0
10,4,0.58,10,manager,25,E,53,0
13,23,0.55,7,manager,27,C,16,0
3,13,0.69,9,mid,17,E,17,0
14,5,0.62,9,lead,23,B,60,1
14,28,0.44,0,junior,29,D,49,1
11,6,0.71,9,manager,24,E,1,0
8,7,0.95,9,mid,3,C,37,0
14,26,0.38,1,lead,26,C,47,0
1,7,0.34,9,mid,14,D,46,0
6,11,0.72,10,junior,18,D,10,0
15,1,0.65,1,senior,7,C,56,1
12,22,0.31,10,senior,7,D,8,0
2,12,0.88,4,lead,2,A,14,1
8,13,0.57,8,manager,13,C,20,0
11,3,0.71,2,junior,28,D,55,1
14,9,0.4,9,senior,24,B,44,0
9,22,0.3,7,manager,9,C,35,0
4,3,0.54,5,junior,3,B,34,0
11,20,0.52,4,senior,8,B,21,1
1,2,0.92,1,junior,4,A,12,1
13,6,0.31,1,junior,5,A,19,0
14,3,0.81,5,manager,15,D,54,1
13,7,0.74,6,junior,18,D,23,0
2,6,0.74,2,senior,14,A,27,1
12,3,0.58,4,mid,7,B,30,0
7,24,0.55,9,mid,10,D,7,0
5,15,0.75,3,manager,16,C,17,1
6,6,0.93,7,senior,22,A,1,1
8,19,0.77,4,mid,21,C,1,1
8,28,0.31,3,senior,6,B,44,1
13,6,0.59,6,senior,18,E,60,0
8,30,0.59,2,senior,5,D,50,1
15,20,0.77,7,manager,26,E,20,0
5,10,0.51,1,lead,23,D,15,0
10,15,0.78,5,junior,17,B,38,1
6,26,0.81,8,senior,15,E,7,0
1,7,0.37,10,manager,9,E,36,0
6,29,0.4,2,senior,2,E,28,0
11,8,0.94,7,mid,24,C,30,0
8,5,0.72,0,manager,22,A,6,0
15,4,0.57,0,junior,3,B,9,0
14,16,0.54,2,junior,9,D,55,0
2,10,0.52,6,manager,1,C,34,0
4,19,0.48,9,mid,6,D,13,0
9,1,0.42,6,mid,16,A,3,0
2,1,0.56,10,mid,20,A,16,0
13,3,0.56,9,lead,15,D,55,0
14,23,0.58,1,senior,25,E,60,0
1,10,0.82,10,manager,24,A,32,1
13,15,0.77,6,senior,11,A,5,1
1,23,0.85,2,lead,24,A,49,1
4,18,0.69,8,manager,14,B,23,0
10,22,0.64,9,manager,4,B,54,1
9,27,0.75,8,lead,23,C,59,1
5,15,0.34,1,senior,29,D,39,0
10,2,0.76,5,manager,21,E,31,0
8,1,0.93,1,junior,18,E,32,0
10,11,0.64,1,manager,10,E,23,0
1,18,0.44,2,lead,16,A,30,1
10,15,0.34,10,mid,21,C,0,0
3,4,0.32,10,junior,1,B,32,0
10,25,0.35,1,senior,23,A,25,1
4,1,0.3,1,lead,24,B,59,0
8,1,0.71,8,senior,12,C,6,0
7,29,0.5,0,junior,4,B,6,0
7,25,0.61,0,mid,25,D,22,1
13,27,0.61,4,senior,7,C,57,1
3,24,0.46,3,junior,19,A,36,1
6,17,0.51,2,manager,29,C,27,0
13,6,0.68,6,senior,8,E,41,1
1,14,0.89,10,lead,18,B,47,1
7,19,0.92,0,senior,9,A,20,1
10,8,0.9,1,lead,10,A,38,0
13,27,0.3,0,mid,5,E,43,1
2,25,0.69,4,mid,25,C,13,1
2,17,0.36,1,junior,23,B,53,0
15,13,0.4,6,senior,7,B,36,0
9,14,0.63,2,mid,3,E,23,1
11,16,0.37,5,senior,17,A,55,1
3,25,0.5,10,manager,28,A,40,1
8,8,0.77,0,senior,14,A,31,1
2,20,0.77,3,junior,9,E,53,1
3,20,0.93,3,lead,18,E,37,1
4,3,0.65,10,manager,19,E,23,0
9,10,0.95,10,senior,18,B,43,1
9,20,0.72,5,lead,20,E,18,1
2,18,0.37,2,junior,23,B,1,1
15,21,0.8,7,junior,25,A,49,1
13,10,0.66,3,senior,11,A,21,0
5,19,0.74,2,mid,6,A,9,1
2,28,0.45,7,manager,24,A,18,1
2,21,0.5,2,lead,19,E,44,0
14,20,0.43,5,manager,25,E,48,1
1,6,0.85,5,senior,9,A,55,1
11,9,0.91,3,mid,29,C,23,0
1,18,0.91,0,senior,10,A,46,1
3,0,0.51,5,senior,12,E,58,0
11,24,0.74,3,manager,15,B,4,1
15,26,0.85,5,manager,15,D,19,1
1,18,0.5,0,manager,27,E,39,1
13,23,0.57,6,lead,17,A,60,1
2,28,0.36,4,manager,9,B,14,0
3,9,0.43,8,junior,8,E,59,0
8,27,0.72,10,mid,18,E,9,0
7,29,0.44,5,junior,29,E,11,1
6,21,0.94,0,manager,7,E,19,1
9,20,0.69,8,senior,22,A,18,1
6,19,0.49,0,senior,27,B,11,0
4,22,0.73,4,senior,28,C,29,1
10,11,0.79,2,mid,5,A,55,1
5,23,0.71,0,lead,6,C,58,1
12,20,0.71,9,senior,26,C,32,0
9,17,0.78,8,manager,13,C,26,0
8,2,0.47,7,manager,9,B,21,0
15,6,0.88,9,senior,23,D,44,1
9,14,0.38,7,lead,8,B,6,0
9,26,0.4,1,mid,1,D,1,0
8,12,0.45,8,junior,2,E,37,0
1,11,0.49,3,lead,13,B,54,1
14,29,0.83,1,senior,19,E,10,1
11,28,0.86,5,junior,6,C,32,1
5,8,0.34,10,lead,30,E,52,0
15,14,0.43,6,mid,4,B,56,0
12,20,0.94,4,mid,12,D,43,1
5,14,0.74,8,manager,26,E,4,0
3,11,0.61,5,junior,8,A,6,1
4,18,0.91,4,senior,25,E,7,1
4,6,0.76,1,manager,21,B,56,1
15,5,0.7,6,senior,23,C,7,0
2,5,0.94,6,junior,29,C,22,1
8,16,0.67,1,manager,1,C,0,0
2,29,0.86,10,lead,29,E,12,0
6,28,0.55,10,junior,3,C,20,0
5,2,0.74,4,junior,25,C,45,1
2,26,0.61,9,manager,22,C,17,0
3,2,0.64,0,senior,13,D,35,0
15,9,0.8,3,lead,17,E,22,0
5,9,0.5,9,mid,3,D,20,0
9,13,0.63,4,manager,7,C,42,1
3,24,0.45,7,manager,24,B,52,0
4,27,0.41,2,junior,28,A,51,1
10,0,0.93,6,senior,16,D,54,1
4,12,0.4,2,manager,1,D,59,1
11,13,0.75,0,lead,26,A,45,1
15,18,0.84,4,mid,15,D,4,1
7,2,0.36,2,mid,21,E,5,0
11,26,0.54,5,lead,26,B,6,0
13,2,0.38,5,senior,20,D,49,0
7,9,0.78,5,lead,29,D,23,1
1,18,0.44,1,lead,21,C,40,0
11,27,0.82,9,junior,16,C,29,0
2,4,0.74,3,manager,21,B,13,1
9,4,0.87,1,junior,17,C,19,0
6,16,0.82,9,manager,18,A,7,1
11,10,0.79,7,manager,17,C,44,1
9,18,0.93,4,manager,27,C,2,1
5,2,0.47,10,lead,15,B,11,0
7,28,0.73,5,manager,15,D,57,1
6,18,0.59,7,mid,16,D,31,0
1,7,0.56,6,manager,14,C,55,1
8,14,0.51,10,manager,6,D,47,0
9,10,0.73,9,junior,24,C,47,1
10,9,0.59,0,manager,17,E,16,0
10,30,0.66,3,senior,10,B,32,1
13,28,0.42,6,mid,30,A,35,1
15,28,0.39,10,senior,11,E,43,0
14,25,0.53,3,mid,12,B,55,0
5,2,0.54,5,manager,10,A,17,0
10,23,0.73,2,senior,30,A,34,1
9,23,0.79,5,manager,6,C,20,1
13,15,0.68,9,junior,29,B,31,0
1,12,0.93,6,manager,1,D,38,0
9,0,0.76,9,manager,21,B,16,0
6,20,0.88,4,mid,25,B,48,1
11,5,0.66,1,lead,18,C,29,0
11,19,0.85,7,mid,15,B,41,1
14,17,0.47,3,manager,4,D,58,1
11,17,0.66,10,manager,9,D,25,0
14,17,0.85,1,senior,21,B,57,1
3,30,0.73,0,lead,2,A,57,1
5,11,0.67,7,lead,27,C,7,0
11,7,0.57,1,senior,14,E,57,0
4,11,0.81,9,junior,2,A,6,1
4,9,0.62,8,manager,8,D,0,0
12,13,0.47,7,junior,7,C,17,0
14,4,0.79,10,lead,13,A,11,0
13,24,0.34,8,junior,17,A,29,1
8,3,0.87,5,mid,7,D,56,1
2,23,0.34,2,mid,23,A,30,1
7,1,0.37,7,manager,9,D,31,0
1,6,0.37,8,manager,15,A,58,1
4,11,0.43,0,lead,13,A,44,1
6,30,0.46,5,lead,2,E,19,1
8,7,0.71,7,mid,2,B,32,0
12,7,0.66,2,manager,28,C,60,1
12,6,0.72,6,junior,4,D,35,0
10,3,0.8,3,senior,7,A,22,0
4,23,0.33,9,junior,24,B,13,0
6,19,0.89,7,senior,9,E,58,1
5,19,0.31,8,senior,19,D,35,0
8,11,0.88,1,mid,7,B,60,1
3,27,0.53,0,manager,2,B,56,1
3,10,0.94,2,junior,18,C,60,1
6,27,0.84,5,senior,2,D,14,1
5,2,0.72,6,mid,6,E,24,0
14,6,0.65,4,lead,13,A,25,0
13,28,0.69,5,mid,18,C,39,1
1,9,0.3,5,junior,8,D,8,0
3,14,0.89,8,mid,12,B,43,1
7,16,0.82,9,lead,12,E,26,0
8,18,0.62,2,mid,6,B,46,1
1,21,0.83,1,mid,9,A,39,1
10,3,0.37,5,manager,27,A,12,0
11,30,0.56,9,lead,17,D,36,0
1,16,0.72,3,senior,13,C,55,1
11,16,0.69,4,manager,19,A,45,1
3,3,0.56,6,junior,7,D,20,0
7,29,0.79,3,mid,8,D,20,1
11,27,0.81,5,junior,11,D,3,1
2,12,0.55,1,junior,9,A,33,1
9,8,0.58,4,mid,26,C,19,0
9,30,0.45,4,lead,7,E,50,0
14,2,0.41,7,lead,18,D,29,0
10,30,0.59,4,lead,30,E,8,1
15,20,0.38,7,manager,2,B,29,0
7,29,0.52,7,manager,7,D,46,0
1,13,0.82,2,manager,26,C,30,1
11,2,0.89,8,lead,2,B,8,0
7,16,0.69,5,senior,11,B,33,1
12,7,0.55,4,junior,26,D,34,0
12,22,0.42,2,senior,6,B,59,1
3,23,0.46,5,senior,22,E,39,1
1,23,0.87,10,senior,29,D,45,1
14,14,0.81,0,senior,1,D,53,1
6,19,0.54,10,senior,27,B,7,0
12,26,0.61,10,lead,10,B,37,0
14,19,0.82,6,mid,5,A,29,1
11,23,0.89,4,lead,3,A,7,1
4,6,0.85,6,junior,3,D,4,1
15,26,0.57,2,senior,26,C,9,1
1,24,0.37,9,manager,11,A,11,1
1,15,0.36,2,junior,26,C,55,1
11,18,0.35,2,lead,4,B,60,1
2,19,0.88,1,manager,30,C,46,1
13,25,0.67,6,lead,11,D,31,1
10,17,0.45,3,lead,18,A,58,1
9,13,0.6,6,senior,15,A,6,1
12,6,0.67,5,senior,28,A,4,0
8,25,0.53,3,manager,4,B,24,0
11,13,0.68,1,manager,8,A,16,1
8,7,0.31,0,senior,24,C,58,0
8,7,0.35,2,junior,25,D,53,0
4,1,0.77,9,mid,1,D,39,0
1,10,0.69,7,manager,12,C,56,1
7,25,0.44,4,manager,30,A,23,1
4,12,0.73,2,senior,29,D,32,1
4,28,0.39,5,mid,13,C,46,1
8,1,0.81,1,manager,16,D,33,0
1,19,0.81,10,lead,11,A,5,1
3,16,0.47,9,manager,7,B,8,0
6,24,0.43,5,mid,21,D,5,1
3,10,0.51,8,junior,22,C,58,0
6,16,0.87,9,senior,25,E,55,1
7,10,0.33,7,manager,25,D,43,0
5,23,0.52,2,junior,26,D,0,1
15,20,0.91,0,lead,23,A,55,1
6,17,0.51,0,manager,4,D,10,0
10,14,0.62,3,mid,27,D,0,1
14,17,0.88,7,junior,16,A,44,1
12,2,0.5,10,manager,14,A,12,0
4,3,0.65,6,lead,13,A,0,0
10,22,0.45,3,mid,25,C,56,0
12,29,0.82,9,junior,7,B,39,0
4,4,0.77,10,manager,29,B,36,0
4,13,0.69,8,lead,27,A,45,1
11,4,0.34,1,senior,4,B,38,0
4,26,0.48,9,mid,17,C,6,0
1,18,0.61,8,lead,18,D,51,1
7,20,0.59,3,manager,13,D,16,1
4,7,0.58,2,junior,18,C,22,1
8,19,0.64,5,mid,12,A,41,1
3,8,0.74,7,mid,17,E,1,0
13,15,0.68,10,junior,20,D,12,0
2,5,0.49,7,lead,23,C,28,0
6,25,0.44,8,mid,28,B,49,0
13,21,0.38,1,manager,24,E,24,1
7,3,0.61,5,lead,4,E,10,0
5,16,0.46,5,junior,16,A,10,1
8,26,0.68,6,senior,4,A,41,1
2,11,0.45,9,lead,1,A,14,1
10,28,0.86,5,manager,22,E,47,1
12,30,0.8,9,junior,4,A,60,1
13,25,0.4,0,senior,19,C,57,1
11,28,0.43,6,junior,22,A,3,1
14,0,0.51,0,mid,8,A,31,0
9,4,0.43,9,senior,11,C,37,0
8,26,0.4,4,manager,25,C,29,1
2,27,0.41,6,junior,29,A,34,1
15,17,0.49,0,lead,29,D,48,0
15,12,0.34,3,manager,10,E,13,0
9,7,0.8,1,manager,26,C,19,0
14,10,0.95,10,lead,30,D,15,0
12,29,0.33,8,manager,1,B,17,0
2,12,0.42,7,senior,14,B,12,0
3,30,0.91,6,junior,18,E,38,1
9,3,0.43,8,senior,18,E,42,0
3,3,0.45,8,mid,21,D,59,0
12,17,0.46,0,manager,16,A,9,1
2,15,0.48,3,senior,4,B,19,1
12,24,0.72,0,manager,28,C,52,1
11,20,0.44,0,junior,9,C,23,0
5,14,0.56,7,junior,1,A,10,1
6,28,0.7,10,manager,25,C,6,0
2,18,0.74,1,junior,22,B,9,1
6,5,0.31,6,lead,8,D,3,0
2,27,0.54,9,manager,24,A,48,1
15,0,0.66,6,manager,9,E,20,0
6,18,0.69,7,lead,28,E,28,0
2,18,0.36,3,mid,13,D,47,0
4,1,0.43,5,lead,12,C,41,0
7,24,0.69,8,mid,1,B,9,0
15,7,0.5,4,junior,20,C,40,0
13,30,0.47,9,lead,20,C,14,0
10,29,0.67,10,lead,8,A,17,1
3,0,0.64,2,senior,19,A,55,1
12,7,0.4,8,mid,25,E,52,0
11,2,0.32,9,senior,1,E,17,0
2,3,0.55,4,junior,8,E,6,1
12,20,0.4,3,junior,23,C,23,0
2,19,0.93,7,junior,3,C,6,0
8,6,0.7,2,mid,7,D,47,1
15,13,0.41,6,lead,14,B,40,0
11,6,0.56,2,lead,2,A,34,0
2,27,0.74,2,lead,30,C,42,1
14,20,0.37,7,lead,15,B,45,0
6,15,0.38,4,senior,7,A,46,1
11,1,0.53,6,junior,15,A,33,0
9,0,0.66,7,mid,19,E,48,1
2,28,0.77,4,mid,2,C,49,1
12,17,0.36,7,senior,24,D,36,0
6,4,0.71,4,mid,2,B,29,0
1,5,0.35,1,senior,12,B,41,1
8,23,0.89,4,manager,8,E,40,1
6,4,0.87,1,junior,4,E,37,0
10,14,0.45,7,senior,21,A,53,1
1,21,0.85,8,junior,24,B,4,0
7,22,0.37,7,junior,12,E,14,0
6,3,0.87,9,mid,14,A,17,0
7,18,0.53,2,junior,3,C,55,0
2,3,0.65,8,junior,20,A,40,1
8,22,0.76,8,mid,11,D,41,1
13,18,0.84,4,mid,16,D,16,1
12,17,0.53,1,manager,3,D,23,1
10,26,0.88,10,lead,11,A,44,1
1,2,0.87,1,junior,17,E,59,1
1,26,0.66,1,junior,15,E,18,1
14,23,0.56,2,junior,26,B,10,0
13,25,0.56,7,mid,10,D,25,0
13,22,0.31,2,senior,17,C,6,0
14,1,0.91,10,junior,29,C,49,1
14,25,0.45,1,junior,21,C,59,1
7,16,0.58,8,lead,8,C,10,0
15,12,0.89,6,manager,4,A,32,0
14,23,0.5,10,junior,22,D,11,0
3,6,0.71,10,junior,10,C,23,0
9,22,0.65,4,junior,28,B,22,1
7,28,0.36,7,mid,20,C,14,0
14,12,0.38,6,junior,21,E,15,0
8,1,0.57,10,senior,3,A,11,0
6,7,0.82,1,manager,13,A,56,1
13,9,0.43,1,manager,29,E,8,0
6,16,0.65,2,manager,23,E,58,1
10,21,0.64,7,senior,3,E,38,0
2,11,0.59,2,junior,21,E,32,0
3,25,0.84,7,lead,27,C,51,1
4,14,0.49,7,junior,17,E,55,0
15,13,0.76,10,junior,27,D,44,1
1,30,0.79,1,mid,13,A,15,1
4,20,0.31,5,senior,9,B,5,1
11,4,0.39,6,manager,18,A,49,0
8,24,0.64,0,junior,21,E,57,1
4,27,0.65,2,manager,4,B,37,1
4,6,0.79,5,manager,8,A,14,1
10,16,0.37,8,manager,3,E,20,0
14,3,0.72,0,lead,21,A,35,0
10,19,0.41,9,manager,3,A,41,1
10,9,0.85,3,junior,16,E,53,1
14,5,0.69,10,lead,12,E,58,1
14,11,0.42,3,manager,30,B,40,0
3,9,0.84,2,mid,9,D,10,1
11,8,0.46,5,junior,30,D,30,0
15,25,0.6,9,manager,10,A,53,1
6,17,0.41,9,mid,21,B,47,0
14,13,0.76,1,lead,3,D,19,0
2,1,0.77,0,senior,6,A,38,0
8,19,0.73,3,lead,17,E,28,1
